IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.86.185,8080,0,false,SIN,Asia Pacific,Singapore,268,0.15
47.76.106.86,80,0,true,SIN,Asia Pacific,Singapore,37,0.11
8.217.54.204,80,0,true,SIN,Asia Pacific,Singapore,29,0.08
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,34,0.07
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.1.163,2053,2053,true,HKG,Asia Pacific,Hong Kong,26,0.00
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,28,0.00
8.210.42.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.117.198,2082,2082,false,SIN,Asia Pacific,Singapore,72,0.00
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,63,0.00
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,58,0.00
47.243.18.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,31,0.00
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,86,0.00
47.245.126.151,8080,0,false,SIN,Asia Pacific,Singapore,266,0.00
47.238.0.114,2083,2083,true,HKG,Asia Pacific,Hong Kong,31,0.00
8.210.48.107,2087,2087,true,HKG,Asia Pacific,Hong Kong,29,0.00
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,75,0.00
8.219.147.58,2096,2096,true,SIN,Asia Pacific,Singapore,104,0.00
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,67,0.00
8.219.229.190,2083,2083,true,SIN,Asia Pacific,Singapore,104,0.00
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,75,0.00
47.242.7.162,2096,2096,true,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.110.81,2083,2083,true,SIN,Asia Pacific,Singapore,62,0.00
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,76,0.00
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,104,0.00
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,73,0.00
8.222.165.117,2095,0,false,SIN,Asia Pacific,Singapore,86,0.00
47.242.79.71,2053,0,true,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,29,0.00
8.210.85.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,61,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,64,0.00
47.236.180.51,2095,2095,false,SIN,Asia Pacific,Singapore,114,0.00
8.210.43.213,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.146.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,29,0.00
8.218.143.10,2086,0,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,307,0.00
47.76.213.245,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.243.206.150,2087,0,true,HKG,Asia Pacific,Hong Kong,36,0.00
