IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,32,0.00
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.169.63,2083,2083,true,HKG,Asia Pacific,Hong Kong,34,0.00
154.204.56.238,34237,2096,true,HKG,Asia Pacific,Hong Kong,33,0.00
8.217.154.218,2083,0,true,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.18.199,2083,2083,true,HKG,Asia Pacific,Hong Kong,29,0.00
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
219.76.13.166,443,0,true,HKG,Asia Pacific,Hong Kong,203,0.00
47.243.169.63,8443,8443,true,HKG,Asia Pacific,Hong Kong,33,0.00
219.76.13.177,443,0,true,HKG,Asia Pacific,Hong Kong,199,0.00
8.217.147.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,27,0.00
8.217.248.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
103.117.101.24,30809,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.157.96,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.242.36.78,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,0.00
154.3.38.140,22388,443,true,HKG,Asia Pacific,Hong Kong,64,0.00
