IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.253.41,2083,2083,true,SIN,Asia Pacific,Singapore,110,0.00
47.236.9.152,2095,0,false,SIN,Asia Pacific,Singapore,112,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,106,0.00
8.219.78.1,8080,8080,false,SIN,Asia Pacific,Singapore,61,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,185,0.00
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,67,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,106,0.00
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,61,0.00
8.222.191.138,2083,2083,true,SIN,Asia Pacific,Singapore,67,0.00
47.236.170.225,2086,2086,false,SIN,Asia Pacific,Singapore,110,0.00
47.236.180.24,2082,2082,false,SIN,Asia Pacific,Singapore,103,0.00
8.222.164.209,2096,2096,true,SIN,Asia Pacific,Singapore,65,0.00
43.156.116.194,443,443,true,SIN,Asia Pacific,Singapore,310,0.00
47.236.189.92,2082,2082,false,SIN,Asia Pacific,Singapore,110,0.00
47.236.170.225,8443,8443,true,SIN,Asia Pacific,Singapore,107,0.00
8.219.106.156,8880,8880,false,SIN,Asia Pacific,Singapore,71,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,69,0.00
13.229.159.215,443,443,true,SIN,Asia Pacific,Singapore,75,0.00
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,63,0.00
47.245.102.52,2082,0,false,SIN,Asia Pacific,Singapore,258,0.00
